account_id,district_id,frequency,account_open_date,client_id
3669,76,MONTHLY STATEMENTS,12/22/1993,4422
1940,52,MONTHLY STATEMENTS,12/22/1993,2356
3056,55,MONTHLY STATEMENTS,12/22/1993,3695
1419,33,MONTHLY STATEMENTS,12/22/1993,1720
2971,76,WEEKLY STATEMENTS,12/23/1993,3588
1959,62,MONTHLY STATEMENTS,12/24/1993,2382
3164,33,MONTHLY STATEMENTS,12/24/1993,3826
3197,1,MONTHLY STATEMENTS,12/25/1993,3865
2770,42,MONTHLY STATEMENTS,12/25/1993,3344
7944,59,MONTHLY STATEMENTS,12/27/1993,9820
1080,55,MONTHLY STATEMENTS,12/27/1993,1296
6148,74,MONTHLY STATEMENTS,12/27/1993,7422
2010,1,MONTHLY STATEMENTS,12/27/1993,2441
3135,72,MONTHLY STATEMENTS,12/27/1993,3791
1098,47,MONTHLY STATEMENTS,12/28/1993,1318
100,41,MONTHLY STATEMENTS,12/28/1993,121
2913,8,MONTHLY STATEMENTS,12/28/1993,3520
1153,35,MONTHLY STATEMENTS,12/29/1993,1387
1635,19,MONTHLY STATEMENTS,12/29/1993,1981
2842,14,MONTHLY STATEMENTS,12/29/1993,3435
3759,1,MONTHLY STATEMENTS,12/29/1993,4535
3594,29,MONTHLY STATEMENTS,12/30/1993,4337
2778,38,MONTHLY STATEMENTS,12/30/1993,3355
2161,15,WEEKLY STATEMENTS,12/30/1993,2615
2789,14,MONTHLY STATEMENTS,1/1/1994,3368
1552,18,MONTHLY STATEMENTS,1/2/1994,1883
628,72,MONTHLY STATEMENTS,1/3/1994,755
1458,29,MONTHLY STATEMENTS,1/3/1994,1768
2673,34,MONTHLY STATEMENTS,1/4/1994,3228
1788,1,MONTHLY STATEMENTS,1/4/1994,2167
1193,29,MONTHLY STATEMENTS,1/5/1994,1439
969,19,MONTHLY STATEMENTS,1/8/1994,1168
1512,1,MONTHLY STATEMENTS,1/8/1994,1832
3997,62,MONTHLY STATEMENTS,1/13/1994,4819
2179,1,WEEKLY STATEMENTS,1/14/1994,2638
1164,35,MONTHLY STATEMENTS,1/14/1994,1401
4774,66,MONTHLY STATEMENTS,1/14/1994,5760
4413,74,WEEKLY STATEMENTS,1/15/1994,5318
1824,52,MONTHLY STATEMENTS,1/17/1994,2212
1231,7,MONTHLY STATEMENTS,1/18/1994,1485
2664,58,MONTHLY STATEMENTS,1/20/1994,3216
1627,1,MONTHLY STATEMENTS,1/20/1994,1972
9104,10,MONTHLY STATEMENTS,1/21/1994,11208
2326,70,MONTHLY STATEMENTS,1/24/1994,2813
4356,47,MONTHLY STATEMENTS,1/26/1994,5247
3667,55,MONTHLY STATEMENTS,1/26/1994,4420
742,77,MONTHLY STATEMENTS,1/28/1994,890
2538,42,MONTHLY STATEMENTS,1/30/1994,3064
127,29,MONTHLY STATEMENTS,2/2/1994,152
726,76,MONTHLY STATEMENTS,2/3/1994,871
4907,42,MONTHLY STATEMENTS,2/6/1994,5928
2628,64,STATEMENTS AFTER TRANSACTION,2/6/1994,3172
3898,70,MONTHLY STATEMENTS,2/7/1994,4700
6472,61,MONTHLY STATEMENTS,2/8/1994,7814
1770,65,MONTHLY STATEMENTS,2/8/1994,2146
2472,60,MONTHLY STATEMENTS,2/8/1994,2984
1159,49,MONTHLY STATEMENTS,2/9/1994,1394
4418,66,MONTHLY STATEMENTS,2/9/1994,5325
1470,19,MONTHLY STATEMENTS,2/10/1994,1782
1813,47,MONTHLY STATEMENTS,2/11/1994,2197
4416,14,MONTHLY STATEMENTS,2/12/1994,5323
2315,75,MONTHLY STATEMENTS,2/13/1994,2801
3876,69,MONTHLY STATEMENTS,2/13/1994,4673
4329,1,MONTHLY STATEMENTS,2/17/1994,5213
3184,1,MONTHLY STATEMENTS,2/18/1994,3849
370,25,MONTHLY STATEMENTS,2/18/1994,450
1317,56,MONTHLY STATEMENTS,2/18/1994,1592
2675,1,MONTHLY STATEMENTS,2/19/1994,3230
3840,76,MONTHLY STATEMENTS,2/19/1994,4629
4009,56,MONTHLY STATEMENTS,2/20/1994,4832
3886,1,MONTHLY STATEMENTS,2/20/1994,4684
3445,1,MONTHLY STATEMENTS,2/22/1994,4166
2482,1,MONTHLY STATEMENTS,2/23/1994,2997
2361,28,MONTHLY STATEMENTS,2/25/1994,2853
974,29,MONTHLY STATEMENTS,2/25/1994,1174
2959,8,MONTHLY STATEMENTS,2/25/1994,3573
1880,76,MONTHLY STATEMENTS,2/25/1994,2281
3355,70,MONTHLY STATEMENTS,2/26/1994,4057
2501,30,MONTHLY STATEMENTS,2/26/1994,3019
1073,73,MONTHLY STATEMENTS,2/27/1994,1288
8558,1,STATEMENTS AFTER TRANSACTION,2/27/1994,10555
3101,1,MONTHLY STATEMENTS,2/27/1994,3750
2568,17,MONTHLY STATEMENTS,3/2/1994,3099
1169,49,STATEMENTS AFTER TRANSACTION,3/2/1994,1408
3684,23,MONTHLY STATEMENTS,3/4/1994,4442
1406,50,MONTHLY STATEMENTS,3/4/1994,1703
71,1,MONTHLY STATEMENTS,3/5/1994,83
3528,10,MONTHLY STATEMENTS,3/5/1994,4259
3405,36,MONTHLY STATEMENTS,3/7/1994,4116
6118,1,WEEKLY STATEMENTS,3/7/1994,7390
2382,59,MONTHLY STATEMENTS,3/8/1994,2877
1570,1,MONTHLY STATEMENTS,3/12/1994,1903
1511,51,STATEMENTS AFTER TRANSACTION,3/13/1994,1831
1237,9,MONTHLY STATEMENTS,3/13/1994,1492
3307,30,MONTHLY STATEMENTS,3/13/1994,3999
3378,55,MONTHLY STATEMENTS,3/14/1994,4084
989,19,MONTHLY STATEMENTS,3/14/1994,1193
3253,71,STATEMENTS AFTER TRANSACTION,3/15/1994,3935
1626,3,MONTHLY STATEMENTS,3/15/1994,1971
289,1,MONTHLY STATEMENTS,3/17/1994,351
1987,54,MONTHLY STATEMENTS,3/17/1994,2414
817,5,MONTHLY STATEMENTS,3/18/1994,981
2228,34,MONTHLY STATEMENTS,3/19/1994,2700
904,1,MONTHLY STATEMENTS,3/20/1994,1089
3824,41,MONTHLY STATEMENTS,3/20/1994,4608
3599,63,MONTHLY STATEMENTS,3/20/1994,4342
22,1,MONTHLY STATEMENTS,3/23/1994,28
470,64,MONTHLY STATEMENTS,3/23/1994,565
1273,37,MONTHLY STATEMENTS,3/25/1994,1536
237,50,MONTHLY STATEMENTS,3/25/1994,287
59,43,MONTHLY STATEMENTS,3/27/1994,68
572,32,MONTHLY STATEMENTS,3/27/1994,686
1269,52,MONTHLY STATEMENTS,3/28/1994,1531
855,1,MONTHLY STATEMENTS,3/28/1994,1030
3183,45,MONTHLY STATEMENTS,4/1/1994,3848
1969,5,MONTHLY STATEMENTS,4/2/1994,2394
2799,54,WEEKLY STATEMENTS,4/3/1994,3382
1042,43,MONTHLY STATEMENTS,4/3/1994,1250
1158,50,MONTHLY STATEMENTS,4/3/1994,1392
2713,26,MONTHLY STATEMENTS,4/3/1994,3274
740,28,MONTHLY STATEMENTS,4/4/1994,888
493,26,MONTHLY STATEMENTS,4/5/1994,592
2067,76,MONTHLY STATEMENTS,4/7/1994,2506
3804,7,MONTHLY STATEMENTS,4/7/1994,4584
4259,66,MONTHLY STATEMENTS,4/8/1994,5133
2886,1,MONTHLY STATEMENTS,4/8/1994,3488
761,43,MONTHLY STATEMENTS,4/9/1994,911
1918,24,MONTHLY STATEMENTS,4/10/1994,2328
3036,10,MONTHLY STATEMENTS,4/10/1994,3669
3259,1,MONTHLY STATEMENTS,4/11/1994,3943
4408,71,WEEKLY STATEMENTS,4/11/1994,5312
2009,17,MONTHLY STATEMENTS,4/14/1994,2440
1194,1,MONTHLY STATEMENTS,4/15/1994,1440
3718,63,MONTHLY STATEMENTS,4/16/1994,4483
3201,4,MONTHLY STATEMENTS,4/17/1994,3870
460,1,MONTHLY STATEMENTS,4/18/1994,552
784,59,MONTHLY STATEMENTS,4/19/1994,938
3714,2,WEEKLY STATEMENTS,4/21/1994,4479
2154,63,MONTHLY STATEMENTS,4/21/1994,2607
1256,38,MONTHLY STATEMENTS,4/21/1994,1516
1353,51,MONTHLY STATEMENTS,4/21/1994,1640
1820,10,MONTHLY STATEMENTS,4/22/1994,2206
2494,74,MONTHLY STATEMENTS,4/23/1994,3011
2399,1,MONTHLY STATEMENTS,4/26/1994,2896
343,18,MONTHLY STATEMENTS,4/26/1994,420
575,38,MONTHLY STATEMENTS,4/26/1994,690
900,48,MONTHLY STATEMENTS,4/26/1994,1083
1467,37,MONTHLY STATEMENTS,4/27/1994,1779
31,68,MONTHLY STATEMENTS,4/27/1994,39
1375,19,MONTHLY STATEMENTS,4/27/1994,1663
1371,1,MONTHLY STATEMENTS,4/27/1994,1659
844,53,MONTHLY STATEMENTS,4/28/1994,1018
908,62,MONTHLY STATEMENTS,4/29/1994,1093
3134,48,MONTHLY STATEMENTS,4/29/1994,3790
2092,1,MONTHLY STATEMENTS,4/29/1994,2535
3747,1,MONTHLY STATEMENTS,5/1/1994,4520
277,32,STATEMENTS AFTER TRANSACTION,5/1/1994,334
3595,30,MONTHLY STATEMENTS,5/1/1994,4338
2511,40,MONTHLY STATEMENTS,5/1/1994,3031
1388,29,MONTHLY STATEMENTS,5/2/1994,1680
4245,52,MONTHLY STATEMENTS,5/2/1994,5117
3838,3,MONTHLY STATEMENTS,5/2/1994,4626
543,64,MONTHLY STATEMENTS,5/3/1994,654
3653,31,MONTHLY STATEMENTS,5/3/1994,4404
524,61,MONTHLY STATEMENTS,5/3/1994,630
82,26,MONTHLY STATEMENTS,5/3/1994,97
3912,2,MONTHLY STATEMENTS,5/4/1994,4718
1949,41,MONTHLY STATEMENTS,5/4/1994,2370
1865,1,MONTHLY STATEMENTS,5/4/1994,2263
451,11,MONTHLY STATEMENTS,5/5/1994,543
50,1,MONTHLY STATEMENTS,5/6/1994,59
1184,14,MONTHLY STATEMENTS,5/6/1994,1427
363,1,MONTHLY STATEMENTS,5/6/1994,441
2454,8,MONTHLY STATEMENTS,5/7/1994,2964
2847,75,MONTHLY STATEMENTS,5/8/1994,3441
2740,14,MONTHLY STATEMENTS,5/8/1994,3307
1871,48,MONTHLY STATEMENTS,5/10/1994,2269
8405,20,MONTHLY STATEMENTS,5/10/1994,10382
266,47,MONTHLY STATEMENTS,5/11/1994,321
1879,10,MONTHLY STATEMENTS,5/13/1994,2280
2259,64,MONTHLY STATEMENTS,5/14/1994,2735
609,63,MONTHLY STATEMENTS,5/15/1994,729
9750,74,MONTHLY STATEMENTS,5/16/1994,12003
2375,29,MONTHLY STATEMENTS,5/16/1994,2870
216,38,MONTHLY STATEMENTS,5/16/1994,261
56,50,MONTHLY STATEMENTS,5/16/1994,65
7824,60,MONTHLY STATEMENTS,5/17/1994,9675
649,69,WEEKLY STATEMENTS,5/17/1994,779
2996,54,MONTHLY STATEMENTS,5/17/1994,3618
1509,51,MONTHLY STATEMENTS,5/19/1994,1829
2170,1,STATEMENTS AFTER TRANSACTION,5/19/1994,2626
2001,75,MONTHLY STATEMENTS,5/19/1994,2431
2903,38,MONTHLY STATEMENTS,5/19/1994,3508
3717,56,MONTHLY STATEMENTS,5/20/1994,4482
4195,67,MONTHLY STATEMENTS,5/21/1994,5056
2496,51,MONTHLY STATEMENTS,5/21/1994,3013
9583,31,WEEKLY STATEMENTS,5/22/1994,11794
3636,21,MONTHLY STATEMENTS,5/22/1994,4385
1826,5,MONTHLY STATEMENTS,5/22/1994,2214
2227,31,WEEKLY STATEMENTS,5/22/1994,2698
2749,1,MONTHLY STATEMENTS,5/23/1994,3319
535,35,MONTHLY STATEMENTS,5/24/1994,644
4066,72,MONTHLY STATEMENTS,5/24/1994,4901
2662,71,MONTHLY STATEMENTS,5/24/1994,3214
1053,57,MONTHLY STATEMENTS,5/25/1994,1265
11333,8,MONTHLY STATEMENTS,5/26/1994,13931
1838,68,MONTHLY STATEMENTS,5/26/1994,2229
3037,44,MONTHLY STATEMENTS,5/26/1994,3670
3372,23,MONTHLY STATEMENTS,5/26/1994,4078
985,32,MONTHLY STATEMENTS,5/29/1994,1187
6924,74,MONTHLY STATEMENTS,6/1/1994,8359
3484,22,MONTHLY STATEMENTS,6/1/1994,4211
700,20,MONTHLY STATEMENTS,6/1/1994,840
3289,1,MONTHLY STATEMENTS,6/2/1994,3980
2638,5,MONTHLY STATEMENTS,6/2/1994,3184
8316,70,MONTHLY STATEMENTS,6/4/1994,10269
1634,77,MONTHLY STATEMENTS,6/4/1994,1980
4825,15,MONTHLY STATEMENTS,6/4/1994,5826
3650,8,MONTHLY STATEMENTS,6/5/1994,4401
10942,44,WEEKLY STATEMENTS,6/5/1994,13451
2922,16,MONTHLY STATEMENTS,6/6/1994,3530
693,2,MONTHLY STATEMENTS,6/6/1994,831
2260,1,MONTHLY STATEMENTS,6/7/1994,2736
538,70,MONTHLY STATEMENTS,6/7/1994,648
548,16,MONTHLY STATEMENTS,6/7/1994,660
941,8,MONTHLY STATEMENTS,6/8/1994,1135
2155,58,MONTHLY STATEMENTS,6/8/1994,2608
4519,8,MONTHLY STATEMENTS,6/8/1994,5450
3539,42,MONTHLY STATEMENTS,6/8/1994,4272
6511,72,MONTHLY STATEMENTS,6/10/1994,7863
2569,2,MONTHLY STATEMENTS,6/10/1994,3100
43,36,MONTHLY STATEMENTS,6/12/1994,51
1047,46,MONTHLY STATEMENTS,6/13/1994,1256
3479,22,MONTHLY STATEMENTS,6/14/1994,4206
2868,1,MONTHLY STATEMENTS,6/15/1994,3466
4328,72,MONTHLY STATEMENTS,6/17/1994,5212
5628,61,MONTHLY STATEMENTS,6/17/1994,6798
3160,22,MONTHLY STATEMENTS,6/19/1994,3821
1856,26,MONTHLY STATEMENTS,6/19/1994,2251
154,46,MONTHLY STATEMENTS,6/21/1994,186
3030,65,MONTHLY STATEMENTS,6/22/1994,3660
1938,1,MONTHLY STATEMENTS,6/25/1994,2354
1870,10,MONTHLY STATEMENTS,6/25/1994,2268
3275,74,MONTHLY STATEMENTS,6/29/1994,3964
8492,2,MONTHLY STATEMENTS,6/29/1994,10479
10093,1,WEEKLY STATEMENTS,7/1/1994,12416
3805,9,MONTHLY STATEMENTS,7/2/1994,4585
200,17,MONTHLY STATEMENTS,7/3/1994,242
2471,6,MONTHLY STATEMENTS,7/3/1994,2982
352,39,MONTHLY STATEMENTS,7/4/1994,430
1291,1,MONTHLY STATEMENTS,7/4/1994,1561
161,28,MONTHLY STATEMENTS,7/4/1994,194
711,70,MONTHLY STATEMENTS,7/6/1994,853
964,26,MONTHLY STATEMENTS,7/8/1994,1162
1012,65,MONTHLY STATEMENTS,7/9/1994,1216
4276,43,MONTHLY STATEMENTS,7/9/1994,5152
901,60,MONTHLY STATEMENTS,7/10/1994,1085
7765,52,WEEKLY STATEMENTS,7/10/1994,9606
90,1,MONTHLY STATEMENTS,7/13/1994,107
5574,13,WEEKLY STATEMENTS,7/14/1994,6731
741,54,MONTHLY STATEMENTS,7/14/1994,889
2819,35,MONTHLY STATEMENTS,7/16/1994,3407
478,58,MONTHLY STATEMENTS,7/16/1994,575
2615,68,MONTHLY STATEMENTS,7/17/1994,3156
3503,1,MONTHLY STATEMENTS,7/17/1994,4231
3921,18,MONTHLY STATEMENTS,7/17/1994,4729
662,21,MONTHLY STATEMENTS,7/18/1994,793
2654,56,MONTHLY STATEMENTS,7/21/1994,3202
9627,65,STATEMENTS AFTER TRANSACTION,7/22/1994,11851
2470,16,MONTHLY STATEMENTS,7/23/1994,2981
427,8,MONTHLY STATEMENTS,7/24/1994,513
709,19,MONTHLY STATEMENTS,7/25/1994,850
629,31,MONTHLY STATEMENTS,7/25/1994,756
2606,1,MONTHLY STATEMENTS,7/27/1994,3144
6738,62,MONTHLY STATEMENTS,7/28/1994,8130
2912,74,MONTHLY STATEMENTS,7/30/1994,3519
4995,20,WEEKLY STATEMENTS,8/1/1994,6034
1022,33,WEEKLY STATEMENTS,8/1/1994,1226
1797,24,MONTHLY STATEMENTS,8/1/1994,2177
3497,76,MONTHLY STATEMENTS,8/2/1994,4225
1848,1,MONTHLY STATEMENTS,8/4/1994,2242
582,12,MONTHLY STATEMENTS,8/5/1994,700
3167,18,MONTHLY STATEMENTS,8/8/1994,3830
1579,57,MONTHLY STATEMENTS,8/9/1994,1912
610,74,MONTHLY STATEMENTS,8/11/1994,731
3536,24,MONTHLY STATEMENTS,8/11/1994,4267
1017,14,MONTHLY STATEMENTS,8/11/1994,1221
3017,75,MONTHLY STATEMENTS,8/12/1994,3644
3112,38,MONTHLY STATEMENTS,8/12/1994,3763
1360,71,MONTHLY STATEMENTS,8/14/1994,1647
2747,1,MONTHLY STATEMENTS,8/14/1994,3316
9192,1,MONTHLY STATEMENTS,8/16/1994,11319
1398,62,MONTHLY STATEMENTS,8/18/1994,1692
1246,58,MONTHLY STATEMENTS,8/18/1994,1503
1592,38,MONTHLY STATEMENTS,8/18/1994,1930
3728,10,MONTHLY STATEMENTS,8/18/1994,4496
4131,5,MONTHLY STATEMENTS,8/19/1994,4974
377,70,MONTHLY STATEMENTS,8/19/1994,457
1911,68,MONTHLY STATEMENTS,8/21/1994,2321
635,21,MONTHLY STATEMENTS,8/21/1994,762
3625,3,MONTHLY STATEMENTS,8/22/1994,4372
3425,70,MONTHLY STATEMENTS,8/24/1994,4140
1327,65,MONTHLY STATEMENTS,8/24/1994,1606
8776,64,MONTHLY STATEMENTS,8/24/1994,10818
2798,70,MONTHLY STATEMENTS,8/24/1994,3381
2401,16,MONTHLY STATEMENTS,8/26/1994,2899
3612,70,MONTHLY STATEMENTS,8/27/1994,4358
4580,9,MONTHLY STATEMENTS,8/27/1994,5521
3226,65,MONTHLY STATEMENTS,8/28/1994,3902
7523,63,MONTHLY STATEMENTS,8/29/1994,9316
3533,74,MONTHLY STATEMENTS,8/29/1994,4264
422,53,WEEKLY STATEMENTS,8/29/1994,508
3608,72,WEEKLY STATEMENTS,8/30/1994,4352
1105,55,MONTHLY STATEMENTS,9/1/1994,1326
2596,1,MONTHLY STATEMENTS,9/2/1994,3132
9006,40,WEEKLY STATEMENTS,9/2/1994,11093
3579,53,MONTHLY STATEMENTS,9/2/1994,4317
710,25,MONTHLY STATEMENTS,9/2/1994,851
7546,43,MONTHLY STATEMENTS,9/3/1994,9346
1766,28,MONTHLY STATEMENTS,9/3/1994,2141
1292,3,MONTHLY STATEMENTS,9/3/1994,1563
3797,64,MONTHLY STATEMENTS,9/3/1994,4577
3478,30,MONTHLY STATEMENTS,9/4/1994,4205
8899,1,WEEKLY STATEMENTS,9/5/1994,10963
1975,19,MONTHLY STATEMENTS,9/7/1994,2400
3049,61,MONTHLY STATEMENTS,9/8/1994,3686
3730,17,MONTHLY STATEMENTS,9/8/1994,4500
1714,72,MONTHLY STATEMENTS,9/8/1994,2079
518,74,MONTHLY STATEMENTS,9/9/1994,622
6321,1,MONTHLY STATEMENTS,9/10/1994,7632
3926,72,MONTHLY STATEMENTS,9/11/1994,4734
1878,52,WEEKLY STATEMENTS,9/13/1994,2279
3712,3,MONTHLY STATEMENTS,9/13/1994,4476
2030,51,MONTHLY STATEMENTS,9/13/1994,2465
3869,72,MONTHLY STATEMENTS,9/13/1994,4663
1908,20,MONTHLY STATEMENTS,9/13/1994,2318
3142,2,MONTHLY STATEMENTS,9/14/1994,3799
1301,18,MONTHLY STATEMENTS,9/15/1994,1574
3288,54,MONTHLY STATEMENTS,9/15/1994,3979
318,36,MONTHLY STATEMENTS,9/16/1994,388
3336,51,MONTHLY STATEMENTS,9/19/1994,4033
1653,1,MONTHLY STATEMENTS,9/19/1994,2004
577,29,MONTHLY STATEMENTS,9/20/1994,694
2960,19,MONTHLY STATEMENTS,9/20/1994,3574
2267,54,WEEKLY STATEMENTS,9/20/1994,2745
1989,48,MONTHLY STATEMENTS,9/21/1994,2417
1352,1,MONTHLY STATEMENTS,9/23/1994,1639
851,15,MONTHLY STATEMENTS,9/23/1994,1025
716,47,MONTHLY STATEMENTS,9/25/1994,858
3555,32,MONTHLY STATEMENTS,9/26/1994,4290
6,51,MONTHLY STATEMENTS,9/27/1994,8
1828,1,MONTHLY STATEMENTS,9/28/1994,2216
1333,21,MONTHLY STATEMENTS,9/29/1994,1614
11359,61,MONTHLY STATEMENTS,10/1/1994,13968
3457,54,MONTHLY STATEMENTS,10/1/1994,4179
2627,76,MONTHLY STATEMENTS,10/2/1994,3170
2025,19,MONTHLY STATEMENTS,10/2/1994,2460
3975,20,MONTHLY STATEMENTS,10/2/1994,4794
2905,74,MONTHLY STATEMENTS,10/3/1994,3511
3827,1,MONTHLY STATEMENTS,10/4/1994,4611
939,55,MONTHLY STATEMENTS,10/4/1994,1131
1421,71,MONTHLY STATEMENTS,10/5/1994,1723
1934,46,MONTHLY STATEMENTS,10/5/1994,2349
3878,23,MONTHLY STATEMENTS,10/7/1994,4675
2363,47,MONTHLY STATEMENTS,10/7/1994,2856
1559,14,MONTHLY STATEMENTS,10/8/1994,1890
2195,73,MONTHLY STATEMENTS,10/8/1994,2657
1205,73,MONTHLY STATEMENTS,10/8/1994,1454
2059,37,MONTHLY STATEMENTS,10/8/1994,2498
2333,45,MONTHLY STATEMENTS,10/8/1994,2821
3074,74,WEEKLY STATEMENTS,10/8/1994,3716
2840,15,MONTHLY STATEMENTS,10/9/1994,3432
2430,3,MONTHLY STATEMENTS,10/9/1994,2936
2463,56,MONTHLY STATEMENTS,10/11/1994,2974
3860,4,MONTHLY STATEMENTS,10/11/1994,4653
2788,54,MONTHLY STATEMENTS,10/12/1994,3366
8127,37,MONTHLY STATEMENTS,10/13/1994,10040
596,31,MONTHLY STATEMENTS,10/13/1994,714
3622,53,MONTHLY STATEMENTS,10/15/1994,4369
1312,23,MONTHLY STATEMENTS,10/15/1994,1587
2742,23,MONTHLY STATEMENTS,10/15/1994,3310
654,63,MONTHLY STATEMENTS,10/16/1994,785
4283,39,MONTHLY STATEMENTS,10/16/1994,5159
2924,56,MONTHLY STATEMENTS,10/16/1994,3532
3756,39,WEEKLY STATEMENTS,10/17/1994,4532
2790,1,MONTHLY STATEMENTS,10/18/1994,3369
67,16,MONTHLY STATEMENTS,10/19/1994,78
2949,1,MONTHLY STATEMENTS,10/21/1994,3562
3849,75,MONTHLY STATEMENTS,10/21/1994,4640
5422,66,MONTHLY STATEMENTS,10/22/1994,6544
988,10,MONTHLY STATEMENTS,10/22/1994,1192
3058,44,MONTHLY STATEMENTS,10/23/1994,3698
1958,40,MONTHLY STATEMENTS,10/24/1994,2380
1441,50,MONTHLY STATEMENTS,10/25/1994,1749
1109,66,MONTHLY STATEMENTS,10/27/1994,1330
2536,41,MONTHLY STATEMENTS,10/28/1994,3062
1295,15,MONTHLY STATEMENTS,10/28/1994,1566
3419,1,MONTHLY STATEMENTS,10/29/1994,4134
1993,68,MONTHLY STATEMENTS,10/30/1994,2422
1076,1,MONTHLY STATEMENTS,10/30/1994,1291
960,4,STATEMENTS AFTER TRANSACTION,11/2/1994,1157
201,63,MONTHLY STATEMENTS,11/2/1994,243
1168,29,MONTHLY STATEMENTS,11/3/1994,1406
2365,42,MONTHLY STATEMENTS,11/4/1994,2858
973,54,MONTHLY STATEMENTS,11/5/1994,1172
3663,67,MONTHLY STATEMENTS,11/6/1994,4416
3576,58,MONTHLY STATEMENTS,11/7/1994,4314
4082,49,MONTHLY STATEMENTS,11/8/1994,4919
2541,57,MONTHLY STATEMENTS,11/8/1994,3067
4476,24,MONTHLY STATEMENTS,11/10/1994,5399
2572,64,STATEMENTS AFTER TRANSACTION,11/13/1994,3103
2377,77,MONTHLY STATEMENTS,11/13/1994,2872
1554,47,MONTHLY STATEMENTS,11/15/1994,1885
5632,5,WEEKLY STATEMENTS,11/15/1994,6803
940,37,MONTHLY STATEMENTS,11/15/1994,1133
1583,69,STATEMENTS AFTER TRANSACTION,11/17/1994,1917
2218,19,MONTHLY STATEMENTS,11/21/1994,2686
1708,22,MONTHLY STATEMENTS,11/21/1994,2073
449,19,MONTHLY STATEMENTS,11/22/1994,540
2044,6,MONTHLY STATEMENTS,11/23/1994,2481
11186,12,MONTHLY STATEMENTS,11/24/1994,13750
29,7,MONTHLY STATEMENTS,11/24/1994,36
3752,1,MONTHLY STATEMENTS,11/25/1994,4527
2028,7,WEEKLY STATEMENTS,11/26/1994,2463
1294,71,MONTHLY STATEMENTS,11/27/1994,1565
106,63,MONTHLY STATEMENTS,11/27/1994,128
2707,61,MONTHLY STATEMENTS,11/27/1994,3267
2027,19,MONTHLY STATEMENTS,11/28/1994,2462
3369,8,MONTHLY STATEMENTS,12/1/1994,4075
9731,54,STATEMENTS AFTER TRANSACTION,12/1/1994,11978
1578,48,MONTHLY STATEMENTS,12/1/1994,1911
8411,20,MONTHLY STATEMENTS,12/2/1994,10389
1919,18,MONTHLY STATEMENTS,12/4/1994,2329
1307,56,MONTHLY STATEMENTS,12/5/1994,1581
2121,64,MONTHLY STATEMENTS,12/5/1994,2565
1436,3,MONTHLY STATEMENTS,12/7/1994,1743
3489,9,MONTHLY STATEMENTS,12/8/1994,4217
3348,4,MONTHLY STATEMENTS,12/8/1994,4049
2809,73,MONTHLY STATEMENTS,12/8/1994,3393
3364,21,WEEKLY STATEMENTS,12/8/1994,4067
2546,1,MONTHLY STATEMENTS,12/8/1994,3074
2343,68,MONTHLY STATEMENTS,12/9/1994,2831
594,54,MONTHLY STATEMENTS,12/9/1994,712
4434,41,MONTHLY STATEMENTS,12/9/1994,5347
359,11,MONTHLY STATEMENTS,12/11/1994,437
3279,46,WEEKLY STATEMENTS,12/17/1994,3970
1011,45,MONTHLY STATEMENTS,12/17/1994,1215
8856,15,MONTHLY STATEMENTS,12/18/1994,10912
2808,1,MONTHLY STATEMENTS,12/18/1994,3392
5357,70,MONTHLY STATEMENTS,12/18/1994,6468
775,1,MONTHLY STATEMENTS,12/18/1994,927
2524,1,MONTHLY STATEMENTS,12/19/1994,3046
3903,58,MONTHLY STATEMENTS,12/19/1994,4706
802,15,MONTHLY STATEMENTS,12/20/1994,961
3567,5,MONTHLY STATEMENTS,12/20/1994,4304
68,37,STATEMENTS AFTER TRANSACTION,12/20/1994,79
1417,75,MONTHLY STATEMENTS,12/20/1994,1718
3643,1,MONTHLY STATEMENTS,12/22/1994,4393
10728,71,MONTHLY STATEMENTS,12/23/1994,13190
2384,40,MONTHLY STATEMENTS,12/23/1994,2879
1835,74,MONTHLY STATEMENTS,12/24/1994,2226
3621,32,MONTHLY STATEMENTS,12/25/1994,4368
1394,32,MONTHLY STATEMENTS,12/27/1994,1688
3006,64,MONTHLY STATEMENTS,1/1/1995,3630
2322,33,MONTHLY STATEMENTS,1/2/1995,2809
1331,59,MONTHLY STATEMENTS,1/3/1995,1611
2355,1,MONTHLY STATEMENTS,1/3/1995,2846
3482,70,MONTHLY STATEMENTS,1/3/1995,4209
4503,50,MONTHLY STATEMENTS,1/3/1995,5433
2077,29,MONTHLY STATEMENTS,1/4/1995,2519
685,37,WEEKLY STATEMENTS,1/4/1995,822
2163,17,MONTHLY STATEMENTS,1/5/1995,2618
2239,25,MONTHLY STATEMENTS,1/5/1995,2712
1706,1,MONTHLY STATEMENTS,1/5/1995,2071
7795,64,MONTHLY STATEMENTS,1/5/1995,9641
3128,1,MONTHLY STATEMENTS,1/6/1995,3783
2978,74,MONTHLY STATEMENTS,1/6/1995,3596
3141,1,WEEKLY STATEMENTS,1/6/1995,3798
3250,1,MONTHLY STATEMENTS,1/6/1995,3930
1955,49,MONTHLY STATEMENTS,1/7/1995,2377
5650,10,STATEMENTS AFTER TRANSACTION,1/8/1995,6829
3641,7,MONTHLY STATEMENTS,1/9/1995,4390
2923,43,MONTHLY STATEMENTS,1/10/1995,3531
8092,54,MONTHLY STATEMENTS,1/11/1995,9995
2421,18,MONTHLY STATEMENTS,1/11/1995,2924
